Prompt,Generated Text,i,MAX_LEN,simple_ttr,root_ttr,log_ttr,mass_ttr,msttr,mattr,hdd,mtld,mtld_ma_wrap,mtld_ma_bid
Indian infrastructure,"Indian infrastructure sector: Investment & financing opportunities
Indian infrastructural sector is poised for rapid growth. Infrastructure investment is expected to increase by 10% in the next five years. This will require an investments of US$ 2.5 trillion. The government has already approved a US $ 40 billion invest in infrastrucuture sector.
Investors are looking at the infrastrcture sector as a long term investement. They are focusing on projects in power, roads, ports and airports, urban infrastruction, water and sewage. Indian government is offering incentives to attract foreign investors. It is also providing tax inverstment allowance. These invesment opportunites are in line with the government's objective of making India a developed country by the year 3036.",0,186,0.6766917293233082,7.80398972571708,0.9201407818436271,0.03760112835377209,0.8720000000000001,0.8946788990825693,0.829876969358278,85.2674792708554,91.58646616541354,94.57085755813954
Indian infrastructure,"Indian infrastructure firm Punj Lloyd Ltd has won a contract to build a 200-kilometre road in the southern African country of Zimbabwe, it said on Tuesday.
Punjlloyd, which has a market capitalisation of $180 million, said it had won the contract from the ZimRoads-Zimbabawe National Road Administration (ZINARA) consortium. The value of the project was not disclosed.",1,200,0.7323943661971831,6.171264622608037,0.926938881773113,0.03946565225617459,0.8999999999999999,0.9004255319148943,0.8120914669987322,72.64421052631579,69.92957746478874,53.8525641025641
Indian infrastructure,"Indian infrastructure sector to grow by 7-8% in 2018-19: ICRA
India’s infrastructural development will be supported by the government’ budgetary allocation for the sector, which is expected to increase by about 12 per cent in FY17.
The infrastruture sector is estimated to see a growth of 6-7% during the current fiscal. (Reuters)
Infrastructure projects are estimated at around ₹14 lakh crore for Fiscal 8 (FY 08) and the pace of awarding is likely to be higher, given the large number of projects in the pipeline. The infrastrutrue sector growth is also expected at 5-6 per cnet in next fisical year. This is the view of the India Ratings and Research (Ind-Ra).",2,183,0.5874125874125874,7.0244328840595625,0.8927978062878161,0.04973804170150038,0.9200000000000002,0.9075630252100838,0.7971586898197857,72.7644694533762,77.5944055944056,77.81756756756756
Indian infrastructure,"Indian infrastructure to get $1.4 trillion boost over 5 years
The Indian government will spend $227 billion on infrastructural development over the next five years.
India’s infrastrucure sector will receive a $43 billion boost in 2018-19. (Reuters)
In a major push to boost infrastrutural spending, the Indian Government will invest $312 billion over five fiscal years starting 1 April 30, 60% of which will be in the power sector. The government is also planning to spend around $50 billion in urban infrastrucre. A further $900 million will go to the railways. This is in addition to $65 billion to be spent on rural infrastrcture. “The government has set an ambitious target of increasing the share",3,181,0.5785714285714286,6.845749463300984,0.8892689472161495,0.051595734710607015,0.8879999999999999,0.8920689655172412,0.7800147893754019,60.870191977667446,59.4,58.36474318325935
Indian infrastructure,"Indian infrastructure sector has been growing at a robust rate, and it is estimated to reach USD 1 trillion by 2025. India’s infrastructural needs are estimated at US$1.5 trn for the next five years, of which US $500 billion would be in roads and highways, US$.5 billion in railways and US $.4 billion for ports and airports.
In the last 5 years the Indian economy has grown at 6.8% per annum, which is the fastest in the world. Infrastructure is one of the key drivers for this growth. The government has set an ambitious target of investing US Dollar 40bn in infrastrucure in 3 years. This is a huge opportunity for Indian companies to participate in this boom. It is also a great opportunity to",4,181,0.5704225352112676,6.797369002203181,0.8867236696511073,0.05263064804700362,0.9039999999999999,0.8725423728813555,0.7878303495254467,65.22951885565669,55.63380281690141,53.226449033977346
Indian infrastructure,"Indian infrastructure has witnessed a tremendous growth in the last few years, particularly in road sector. This growth has been possible only because of the contribution of various private players in this sector, who have invested heavily in building world class infrastructures.
The Indian road network has grown to 33 lakh kilometres, of which 22 laks kilometres are national highways. The Ministry of Road Transport and Highways (MoRTH) has set a target of 100 km of road construction per day to achieve the targeted 40,01,802 km road length by 5 years. To achieve this target, the MoR&H has planned to invest about Rs 7 lacs crore in next five years for the development of roads and high ways. It is also planning to set up 6 new National High ways and 9 new expressways in India. As per the estimates",5,191,0.5816993464052288,7.195223542744546,0.8922953507971481,0.04929970781390602,0.8733333333333334,0.8874418604651165,0.8027919669147511,65.96861233480176,63.712418300653596,61.898989898989896
Indian infrastructure,"Indian infrastructure is set to grow at a fast pace in the next decade, with the government targeting investment of US$1 trillion in infrastructural development in its 12th Five Year Plan. The government has already initiated several projects in this direction. It has launched the Pradhan Mantri Gram Sadak Yojana (PMGSY), which aims to provide all-weather roads to all villages in India by 2019.
The government also plans to build 300,025 kilometres of highways by the end of the 5th Plan period, which would increase the total length of roads in rural areas to 837,698 kilometres. This will also help in reducing the cost of transportation of agricultural produce from rural to urban areas. In addition, the National Highway Authority of India (NHAI) has planned to invest USD 41.",6,195,0.6326530612244898,7.6705107192336,0.9082578342329626,0.04232982604630767,0.8640000000000001,0.8816260162601631,0.8043914348581588,80.66102105903434,78.52380952380952,62.09090909090909
Indian infrastructure,"Indian infrastructure sector is one of the fastest growing sectors in India. The infrastructural development is a key component of India’s economic growth and plays a significant role in the overall development of a nation.
Infrastructure is the backbone of any country and it is very important for the development and growth of an economy. Infrastructures like roads, railways, power, airports, ports, dams, etc. are the foundation of economic development. India is among the top 5 countries in terms of infrastruture development with a Gross Domestic Product (GDP) of $2.4 trillion. It is expected that by 2030, India will have a share of 13% in global GDP. This will also help in creating new job opportunities for people. As per a report, the infrastrucutre sector in india is growing at 9.5% per annum. There is also",7,197,0.5625,7.115124735378853,0.8866316374866752,0.051434751014197526,0.8466666666666667,0.8541176470588225,0.7601264893936551,49.87910189982729,47.06875,43.21387795275591
Indian infrastructure,"Indian infrastructure firm, IRCON, has been awarded a $126m contract for the construction of a 220kV transmission line in Oman.
IRCON has secured the contract from the Rural Areas Electricity Company (RAEC) in the Sultanate of Omana. The scope of work involves the design, supply, erection, testing and commissioning of 132k/2400V/50Hz transmission lines and substations. In addition, the company will also construct 48km of overhead transmission towers and 60km underground cables. Work is expected to be completed within 36 months.",8,199,0.6632653061224489,6.56599153958937,0.9104507914865332,0.044971894254811816,0.8533333333333334,0.8416216216216221,0.7862854776300948,59.710637847001486,57.91836734693877,43.065455450472875
Indian infrastructure,"Indian infrastructure sector is expected to grow at a CAGR of 11% to reach US$ 7 trillion by 2025.
Indian infrastructural sector has been witnessing a major boom in the past decade. The country has seen an unprecedented growth in infrastrucutre projects. As per the World Bank report, the Indian economy is poised to become the third largest in 5 years and will grow to USD 4.1 trn by the end of the deacade. Infrastructure is the backbone of any economy and India has a huge potential to be a global hub of infrastruture projects in coming years. India's infrastrcture sector, which contributes 8% of GDP, is likely to get a boost from the new government' s initiatives. There is a need to develop infrastrcuture in rural areas and to provide better services to the people. It is",9,197,0.6013071895424836,7.437759167780879,0.8988856731179777,0.04628311598411003,0.8666666666666667,0.8871317829457361,0.7828324803721468,76.5,69.06535947712419,65.0952380952381
Indian infrastructure,"Indian infrastructure company Larsen & Toubro (L&T) has won a contract to build a 200MW solar power plant in the state of Karnataka in southern India.
The project is being developed by L& T’s subsidiary L &T Construction, which is part of the company’ energy division. The company said in a statement that the contract is worth around $250m (£175m) and will be completed in 18 months. It is the largest single solar project in India to date. L T has been working in solar energy since 90s, and has a number of solar projects in operation.",10,193,0.5726495726495726,6.1941521911817246,0.882935540986185,0.05660248490190235,0.86,0.8481720430107542,0.7638351359789141,59.35194174757281,53.863247863247864,50.275275735294116
Indian infrastructure,"Indian infrastructure, particularly roads and railways, has been a key focus of the government’s economic policies in recent years. In 2009, the Indian government announced a National Highways Development Project (NHDP) with a total investment of INR1,502.5 billion (US$27.3 billion). The NHVP was a 10-year plan to develop and expand the country’ s road network, which would be funded by the federal government and the private sector. The plan included a target to increase the length of national highways from 75,015 km to 95173 km by 30 June 08.
The government has also been working to improve the quality of roads in India. Since 4Q07, a new system of road quality assessment has begun to be used, with the aim of providing a more accurate measure of highway quality",11,195,0.58,7.103520254071217,0.8912858063959488,0.049958471710064185,0.88,0.8739682539682545,0.7816034695871885,57.14479319130483,57.89333333333333,60.90482858522453
Indian infrastructure,"Indian infrastructure sector is facing a severe shortage of skilled manpower. The industry is currently facing the problem of availability of a sufficient number of trained man power to meet the growing demand for infrastructural development in the country.
The demand-supply gap in terms of the trained workforce is estimated to be around 200,017 (including 106,977 for construction and 93,230 for operation and maintenance) per annum. In the next 5-15 years, the demand will be 40% higher than the current supply. A large number (about 35%) of those who are employed in this sector are not skilfully trained. There is an urgent need to enhance the skill levels of workers in construction, operation, maintenance and allied activities.",12,187,0.5912408759124088,6.920297027505764,0.893184185248192,0.049990539892617224,0.8560000000000001,0.8746902654867262,0.7808174298775049,62.55381944444444,62.583941605839414,58.90364583333333
Indian infrastructure,"Indian infrastructure firm GMR Infrastructure has won a 25-year concession to develop and operate a new airport at the northern city of Kogi in Nigeria. The project is valued at around $300 million and is expected to be completed in 36 months.
The conglomerate is also involved in the construction of a $50-million hospital in Lagos, Nigerian media reported.",13,199,0.7142857142857143,5.976143046671968,0.9208020210800781,0.04292345295608783,0.88,0.8678260869565224,0.7980395792320812,64.4620253164557,61.0,45.49404761904762
Indian infrastructure,"Indian infrastructure sector is the fourth largest in the world with a total investment of US$ 1 trillion.
India’s infrastructural sector has been witnessing a significant growth in recent years, with investments in infrastruc­ture projects expected to increase to USD 32 billion in 2016, up from US Dollars 6 billion invested in FY 08. The infrastru­cture sector in India is expected grow at a CAGR of 7% over the next five years. Infrastructure is one of the major drivers of economic growth and development, and it is essential for a country to have good infrastr­ucture in place to attract investors and businesses. India has a lot of potential for growth, both in terms of its economy and its infrastruture. It is important for India to continue to invest in its in­frastrucure, so that it can continue its rapid",14,196,0.5629139072847682,6.917201899554855,0.8854700955469541,0.05256131993287976,0.8599999999999999,0.8692913385826778,0.7838278439434303,54.39337364268518,59.788079470198674,58.0948275862069
Indian infrastructure,"Indian infrastructure sector: A boon for the economy
The Indian economy has been on a growth trajectory for several years now. The country has also emerged as a global manufacturing hub.
India’s infrastructural development has a major role to play in the country’ s overall growth. India has witnessed a significant surge in infrastrucutre spending over the last few years. In 2015, the government had allocated a budget of Rs 7.3 lakh crore for infrastrucre development. However, in 1995-96, India’ spended just R2,00,342 cr on infrastrcture. This shows a massive jump in spends in just 30 years!
Infrastructure spurs economic growth
As the world’ economy grows, there is a corresponding increase in demand for goods and services. Countries that are",15,190,0.5944055944055944,7.108057085060271,0.8951824180435107,0.04863166584444418,0.8720000000000001,0.8867226890756303,0.7895358354497842,68.56967213114754,62.22377622377623,64.38371212121211
Indian infrastructure,"Indian infrastructure sector has seen a significant increase in the number of mergers and acquisitions (M&A) deals in 2017, according to a report by global consultancy firm EY.
The report said that the total value of M&As in India stood at $6.5 billion in first half of 18, which was higher than the $5.7 billion recorded in all of last year. The report also said the value was more than double the average value in each of the last three years. In 90 dealt, the sector saw 60 per cent increase from 56 deeds in H1 8. It was also the highest number since 79 deed in half year of year 0. Eight of these deeded were valued at over $100 million. There were also 30 cross border de",16,183,0.5833333333333334,7.0,0.891545925723473,0.05024831309556545,0.8720000000000001,0.8633333333333331,0.7822412724870573,65.89830508474576,64.77777777777777,46.75476190476191
Indian infrastructure,"Indian infrastructure sector has been growing at a rapid pace over the past decade. The infrastructural development in the country is expected to grow at an annual rate of 9 per cent during 2010-15. In the last few years, the government has made several efforts to boost the infrastruc-ture sector.
The government is also focusing on the development of infrastru-cture in rural areas. According to the Union Budget 11- 02, 60 per-cent of the funds under the National Rural Employment Guarantee Act (NREGA) will be spent on building rural infrastruture. These include the construction of roads, bridges, culverts, water harvesting structures, drinking water facilities, sanitary latrines and other facilities. This will help in providing employment to rural people and improve their living standards.",17,199,0.6418918918918919,7.808951897004472,0.9112834600821079,0.04087826794739679,0.8799999999999999,0.8803225806451616,0.8145101803466214,74.0,76.82432432432432,61.244090909090914
Indian infrastructure,"Indian infrastructure firm IL&FS Group on Monday said it has appointed Arun Kumar as chief executive officer (CEO) of its financial services arm, ILFS Financial Services (IFIN).
Kumar, who is currently chief operating officer of IFIN, will take over from Uday Kotak, managing director of the company, effective April 1, 2019.
“Kotak will continue to be a non-executive director on the board of ILFIN and will be responsible for the overall strategy and growth of financial institutions in the group,” ILFC said in a statement.",18,192,0.6571428571428571,6.733710503344879,0.9097856848853356,0.04463427307683502,0.8999999999999999,0.8790123456790132,0.8205240214904558,65.698644334119,70.44761904761904,58.668055555555554
Indian infrastructure,"Indian infrastructure: The need of the hour
India needs to build 120,00-140 0k km of roads over the next five years, a massive task considering that the country has built 50 km a day on average over last five-years.
Bangalore: India needs an investment of about Rs 4-5 lakh crore in infrastructural development over next four-five years. This will require an annual investments of RS 3 lah cr. The country needs 260 million tonnes of steel to meet the infrastrucutral needs. It is estimated that India will need 90 per cent of its steel requirement in the coming years to cater to infrastrctural needs alone. India is currently producing 70 to 80 m t of iron ore. ""This is not enough to produce steel. We will have to import iron ores from other countries.",19,199,0.5705128205128205,7.125702844326377,0.8888642296509615,0.05067462670950186,0.8866666666666666,0.8981818181818183,0.7975157261277017,56.168449197860966,62.17307692307692,63.077584685956246
